# delay_800pp, ch0_on, ch1_on, ch2_on, ch3_on, ch4_on, ch5_on, ch6_on, ch7_on, ch0_off, ch1_off, ch2_off, ch3_off, ch4_off, ch5_off, ch6_off, ch7_off, ch0_on_std, ch1_on_std, ch2_on_std, ch3_on_std, ch4_on_std, ch5_on_std, ch6_on_std, ch7_on_std, ch0_off_std, ch1_off_std, ch2_off_std, ch3_off_std, ch4_off_std, ch5_off_std, ch6_off_std, ch7_off_std, ch0_on_npulses, ch1_on_npulses, ch2_on_npulses, ch3_on_npulses, ch4_on_npulses, ch5_on_npulses, ch6_on_npulses, ch7_on_npulses, ch0_off_npulses, ch1_off_npulses, ch2_off_npulses, ch3_off_npulses, ch4_off_npulses, ch5_off_npulses, ch6_off_npulses, ch7_off_npulses, 
-9.110638254183414606e-10 1.173924689648437561e+04 8.677839541015624491e+03 1.442936152099609444e+03 1.272554931640625109e-01 3.168367919921875053e-01 -4.412395629882812642e-01 -1.776123046875000000e-02 -1.407666015625000031e-02 1.174264144335937453e+04 1.033188570556640684e+02 1.442026834960937549e+03 3.229483032226562744e-02 5.628802490234374734e-01 5.518884277343750339e-02 -1.895499877929687493e-01 -3.979654541015624769e-01 2.448677980716899327e+01 9.738791724086134138e+00 9.317340917032883141e+00 3.056508536542272836e+00 2.681224068168141184e+00 4.511775266117135530e+00 4.108740929869592939e+00 4.967752074219730751e+00 2.413463421332323122e+01 7.757213249943725408e+00 9.148328566426135566e+00 3.100215985054535217e+00 2.561319889843304942e+00 4.502076038070470076e+00 4.014038729830658347e+00 4.613757980456257179e+00 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02
-9.110387485715486285e-10 1.174342745312499937e+04 8.677228210937499171e+03 1.444216359863281241e+03 1.074111938476562528e-01 5.817061157226562917e-01 1.674328002929687531e-01 9.416748046874999500e-03 -2.902795410156249756e-01 1.173974623632812472e+04 1.035590529174804715e+02 1.443256595458984293e+03 1.645998229980468741e-01 4.415435791015625000e-01 -2.379705810546875119e-02 -5.428894042968750167e-02 -2.044189453124999837e-03 2.470240671959754408e+01 9.483326507614531664e+00 9.217893197552859519e+00 3.004605233125086095e+00 2.480984689946553967e+00 4.303294911001448675e+00 4.161415985389583128e+00 4.761018109935094778e+00 2.447332434174884597e+01 7.656643735105730819e+00 9.218077867763231126e+00 3.018043969938859483e+00 2.596136866013673661e+00 4.560630957162286059e+00 4.048976712157649871e+00 5.000774851931069520e+00 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02
-9.110139852687301040e-10 1.174262063476562435e+04 8.677103542968750844e+03 1.441917672607421764e+03 -1.476074218750000021e-02 4.686599731445312278e-01 -2.933106689453124916e-01 1.661812744140624964e-01 -9.342285156250000611e-02 1.173951173437500074e+04 1.031671633758544857e+02 1.441003546142578216e+03 1.468055725097656139e-01 6.027598876953125240e-01 2.596575927734374734e-01 -2.479730224609374978e-02 -1.788977050781249967e-02 2.517380592153024566e+01 9.564922638185743509e+00 9.179106328704374818e+00 3.104744376561499930e+00 2.421981651302735461e+00 4.420690471545445810e+00 4.001271561650198372e+00 4.708965822821091329e+00 2.421732313029407635e+01 7.724400474658115634e+00 8.927669873061137906e+00 3.046021454036728748e+00 2.621638241469243624e+00 4.531551063108189226e+00 3.982987287442411706e+00 4.749560204594533985e+00 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02
-9.109888817373435181e-10 1.173921409811811100e+04 8.677854556511976625e+03 1.443604262480038187e+03 1.516527623117328305e-01 4.604440203649486363e-01 1.622149939527492424e-01 1.997919789774862120e-01 -1.451676546452279615e-01 1.174306747637537410e+04 1.031685043059752331e+02 1.442501432194205336e+03 6.358952626972617928e-02 4.995612412869573360e-01 7.392514775137225269e-02 -1.061428778185815880e-01 -3.889545128493013815e-01 2.417770611427743077e+01 9.253335306978620167e+00 9.186313571738658368e+00 3.122722491366517250e+00 2.435418616743698195e+00 4.599564695686828131e+00 3.990227479530471300e+00 4.744480412982089668e+00 2.435595215015863246e+01 7.458095345172023549e+00 9.043580021596135055e+00 3.195080387170516456e+00 2.733068781893458699e+00 4.376449217438011630e+00 3.995732766282447113e+00 4.915663951942677024e+00 4.990000000000000000e+02 5.010000000000000000e+02 4.990000000000000000e+02 4.990000000000000000e+02 4.990000000000000000e+02 4.990000000000000000e+02 4.990000000000000000e+02 4.990000000000000000e+02 5.010000000000000000e+02 4.990000000000000000e+02 5.010000000000000000e+02 5.010000000000000000e+02 5.010000000000000000e+02 5.010000000000000000e+02 5.010000000000000000e+02 5.010000000000000000e+02
-9.109638048905507894e-10 1.174279288476562579e+04 8.677383996093749374e+03 1.444341395751953087e+03 1.944169006347656325e-01 3.924043579101562651e-01 -2.334972534179687587e-01 -1.144719848632812509e-01 8.164550781250000389e-02 1.174026662500000020e+04 1.036837918548583986e+02 1.443352407958984486e+03 1.664389953613281126e-01 5.860557861328125062e-01 -3.710009765624999734e-02 -6.592736816406249978e-02 2.103785400390625060e-01 2.429381980276723851e+01 9.165960373570793962e+00 9.090995516548645128e+00 3.124927654363698792e+00 2.439833958589726848e+00 4.384616182351207314e+00 4.105467590206837158e+00 5.053460705569811751e+00 2.433976248272283627e+01 8.005380369609468971e+00 9.081694525648138949e+00 3.126388060126644053e+00 2.336737050322421183e+00 4.523468914907412319e+00 3.907980994895219773e+00 4.721587764049942848e+00 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02
-9.109388881513193432e-10 1.174221937109374994e+04 8.677265035156249724e+03 1.444353322265624911e+03 1.267054138183593692e-01 4.376364135742187300e-01 2.545101318359375142e-01 -1.868220214843749893e-01 -2.152103271484374913e-01 1.173992783203124964e+04 1.032823836669921889e+02 1.443260793945312571e+03 5.110559082031249784e-02 3.774672241210937362e-01 5.456561279296875261e-02 9.230224609375000527e-03 1.364653320312499973e-01 2.411971911362300602e+01 9.479492247821315942e+00 9.526708716301484969e+00 3.140349024881653239e+00 2.504447214622461004e+00 4.462766861464849022e+00 4.232967716430003691e+00 4.659265666649671012e+00 2.369036516516813862e+01 7.879036837896570056e+00 9.518609718264821495e+00 3.053016276236332871e+00 2.254040601142151878e+00 4.681620181010190507e+00 4.322915744900514667e+00 4.732701446372595377e+00 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02
-9.109139047006037709e-10 1.173782864843750031e+04 8.677475994140624607e+03 1.443898622314453178e+03 3.025009155273437542e-02 3.910638427734374756e-01 1.010302734374999983e-01 -6.576446533203124389e-02 6.396789550781249722e-02 1.174302932031250020e+04 1.033361224060058561e+02 1.442802133789062509e+03 5.317770385742187633e-02 3.673165283203124742e-01 3.752025146484375129e-01 -2.191699218750000136e-02 -1.394895019531250113e-01 2.408545912906869901e+01 9.307977528873848883e+00 9.299527837868623692e+00 3.187237019051290865e+00 2.767839800045262422e+00 4.791750810549626038e+00 3.894657410425902189e+00 4.852143506013365304e+00 2.491375545439872496e+01 8.223891813224541991e+00 9.598843290640907355e+00 3.034539236085086689e+00 2.408758160897783274e+00 4.534286571273554500e+00 3.910072235371093718e+00 4.419718651880227611e+00 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02
-9.108887878269206699e-10 1.174299741796875060e+04 8.677105876953124607e+03 1.444320406005859468e+03 1.030775451660156244e-01 3.952562866210937442e-01 -1.425890502929687553e-01 3.973919677734374933e-02 3.718920898437499956e-02 1.173918598242187545e+04 1.039071142883300780e+02 1.443327141113281186e+03 5.695013427734375161e-02 6.810835571289062251e-01 2.374300537109375053e-01 3.851622314453124751e-01 3.470662841796874898e-01 2.432769535694754381e+01 9.335542264699355997e+00 9.227753171107748287e+00 3.067204161552098629e+00 2.360158893167860761e+00 4.299184178970969938e+00 4.156092509422916415e+00 4.597352915434846032e+00 2.368439465878598327e+01 8.098274626691454259e+00 9.250063101044526448e+00 3.138380854660274721e+00 2.481924873197419945e+00 4.266527808670222299e+00 4.011452637101077023e+00 4.674132470297234221e+00 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02
-9.108638444030955733e-10 1.174090213867187413e+04 8.677103597656250713e+03 1.443697468505859433e+03 1.529721984863281203e-01 4.749756469726562624e-01 2.676782226562500200e-01 -6.535546875000000644e-02 -2.572082519531250153e-02 1.174116667578125089e+04 1.027477835388183536e+02 1.442449557617187565e+03 1.588605651855468648e-01 6.389735107421874449e-01 -6.895898437500000422e-02 1.370109252929687382e-01 -2.316993408203124882e-01 2.441082283110581130e+01 9.376640140798427225e+00 9.321246018943899259e+00 3.244635852911748941e+00 2.455568380867053868e+00 4.532826746913786842e+00 3.831900617677037602e+00 4.833845923092114027e+00 2.377291855380170560e+01 8.150804726221783980e+00 9.275784361904575448e+00 3.051990411765688638e+00 2.237786086663172469e+00 4.505239669106688716e+00 3.933899999711278461e+00 4.774760792074312477e+00 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02
-9.108388142543414744e-10 1.174040627929687435e+04 8.677343029296875102e+03 1.444513726074218766e+03 1.383886718750000078e-01 5.320234985351562917e-01 4.512499999999999845e-02 -1.061542358398437497e-01 9.056665039062500311e-02 1.174332693554687467e+04 1.031109264221191353e+02 1.443465663818359417e+03 -3.906115722656249706e-02 6.222263793945312926e-01 -1.074856567382812544e-01 3.434204101562499806e-02 3.190545654296875200e-01 2.366379629214933900e+01 9.255423416504825695e+00 9.287276605665917728e+00 3.049441012891918934e+00 2.697921952018994762e+00 4.334110743906324892e+00 4.137868277524931138e+00 4.790163604765891314e+00 2.442316812918820901e+01 8.286601842114714955e+00 9.426883962616020796e+00 3.139542975065097608e+00 2.227738185705104623e+00 4.410208570090793145e+00 4.112314673172442703e+00 4.768966495448709431e+00 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02
-9.108138308036259021e-10 1.174358715429687436e+04 8.677582171874999403e+03 1.444444219482421886e+03 1.357665100097656119e-01 5.988798828125000417e-01 1.309750976562500113e-01 2.160241088867187464e-01 2.356811523437499830e-03 1.173893878906250029e+04 1.039284407043457037e+02 1.443472429931640590e+03 6.066064453125000200e-02 5.331793823242187980e-01 2.047611694335937371e-01 -7.027587890624999601e-04 6.314636230468749500e-02 2.462479112266375125e+01 9.240022954915581010e+00 8.930045140163983319e+00 3.115548261661746920e+00 2.562546370485570879e+00 4.340359796234263712e+00 4.230431683328019332e+00 4.599415810863842324e+00 2.424308795749006507e+01 8.011836300430410063e+00 9.082431376510518461e+00 3.096748037326048753e+00 2.309025609221615483e+00 4.322821939608118669e+00 3.932733017442039181e+00 4.870705239998882163e+00 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02
-9.107888340106139181e-10 1.173880775195312526e+04 8.677263949218749985e+03 1.444848911865234413e+03 4.577185058593750272e-02 5.856023559570312509e-01 -2.844822387695312704e-01 5.112994384765624789e-02 9.799877929687500488e-02 1.174374177929687539e+04 1.020582816925048775e+02 1.443744247314453105e+03 1.109335632324218723e-01 4.415708007812499947e-01 -1.049997558593750019e-01 -8.075823974609375178e-02 3.566552734375000311e-02 2.413558468914662569e+01 9.389886820507367560e+00 8.758567981054444118e+00 3.081139555465951307e+00 2.575933912850581375e+00 4.540624404590434260e+00 4.154005280839405678e+00 4.869732474307722825e+00 2.457610698087472656e+01 8.180340795034279466e+00 9.038395058962947815e+00 3.199126973642306915e+00 2.509989568874579025e+00 4.225849554949420828e+00 4.023756868798797903e+00 4.716377569348703780e+00 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02 5.000000000000000000e+02
